"id_sample","id_condition_int","cat_condition_type_int","id_es_int","chr_measure_name","is_measure_std_int","m_pre_int","sd_pre_int","n_pre_int","id_condition_ctl","cat_condition_type_ctl","id_es_ctl","is_measure_std_ctl","m_pre_ctl","sd_pre_ctl","n_pre_ctl"
"126_1","126_1Ncm","1",135,"Inferencing (Gates)","NO - Not standardized",8,0.46,41,"126_1cm","ctl",137,"NO - Not standardized",7.97,0.58,22
"126_2","126_2Ncm","1",138,"Gates-MacGinitie","YES - standardized",515.33,15.58,53,"126_2cm","ctl",140,"YES - standardized",509.13,1.36,40
"126_2","126_2Ncm","1",139,"Inferencing (Gates)","NO - Not standardized",8.77,1.53,53,"126_2cm","ctl",141,"NO - Not standardized",9.03,0.55,40
"127_6","127_6Nm","1",146,"GMRT = Gates–MacGinitie Reading Tests","YES - standardized",498.84,35.16,176,"127_6m","ctl",147,"YES - standardized",505.65,31.49,84
"127_6","127_6Nm","1",146,"GMRT = Gates–MacGinitie Reading Tests","YES - standardized",498.84,35.16,176,"127_6m","ctl",153,"YES - standardized",498.09,29.08,47
"127_6","127_6Nm","1",146,"GMRT = Gates–MacGinitie Reading Tests","YES - standardized",498.84,35.16,176,"127_6m","ctl",159,"YES - standardized",475.49,37.8,53
"127_6","127_6Nm","1",152,"GMRT = Gates–MacGinitie Reading Tests","YES - standardized",509.06,28.54,49,"127_6m","ctl",147,"YES - standardized",505.65,31.49,84
"127_6","127_6Nm","1",152,"GMRT = Gates–MacGinitie Reading Tests","YES - standardized",509.06,28.54,49,"127_6m","ctl",153,"YES - standardized",498.09,29.08,47
"127_6","127_6Nm","1",152,"GMRT = Gates–MacGinitie Reading Tests","YES - standardized",509.06,28.54,49,"127_6m","ctl",159,"YES - standardized",475.49,37.8,53
"127_6","127_6Nm","1",158,"GMRT = Gates–MacGinitie Reading Tests","YES - standardized",507.52,27.64,109,"127_6m","ctl",147,"YES - standardized",505.65,31.49,84
"127_6","127_6Nm","1",158,"GMRT = Gates–MacGinitie Reading Tests","YES - standardized",507.52,27.64,109,"127_6m","ctl",153,"YES - standardized",498.09,29.08,47
"127_6","127_6Nm","1",158,"GMRT = Gates–MacGinitie Reading Tests","YES - standardized",507.52,27.64,109,"127_6m","ctl",159,"YES - standardized",475.49,37.8,53
"127_7","127_7Nm","1",142,"GMRT = Gates–MacGinitie Reading Tests","YES - standardized",514.79,25.49,154,"127_7m","ctl",143,"YES - standardized",519.68,28.78,143
"127_7","127_7Nm","1",142,"GMRT = Gates–MacGinitie Reading Tests","YES - standardized",514.79,25.49,154,"127_7m","ctl",149,"YES - standardized",517.99,28.76,78
"127_7","127_7Nm","1",142,"GMRT = Gates–MacGinitie Reading Tests","YES - standardized",514.79,25.49,154,"127_7m","ctl",155,"YES - standardized",516.22,27.44,36
"127_7","127_7Nm","1",142,"GMRT = Gates–MacGinitie Reading Tests","YES - standardized",514.79,25.49,154,"127_7m","ctl",161,"YES - standardized",508.19,32.15,53
"127_7","127_7Nm","1",148,"GMRT = Gates–MacGinitie Reading Tests","YES - standardized",523.13,26.26,196,"127_7m","ctl",143,"YES - standardized",519.68,28.78,143
