"id_sample","chr_grade","is_secondary","ave_age","pct_struggle_reader","pct_disability","pct_lowSES","pct_SLL","pct_boy","pct_minority","id_study","chr_authorname","chr_country","is_USA","chr_language","is_English","is_school_context","is_article","is_RCT","mean_num_dosage_total","mean_num_dosage_session_num","mean_num_dosage_session_length","mode_is_scripted","mode_is_small_group","mode_is_school_staff","mode_is_fidelity"
"135","6","Secondary",11.5,1,1,0.55,NA,0.6,0.35,"135","Hock et al., 2017","USA","USA","English","English","School Environment","peer reviewed paper","QED",9000,180,50,"Yes (Including CAI)","small group (3–7 students)","School Staff","Reported"
"135","6","Secondary",11.5,1,1,0.55,NA,0.75,0.35,"135","Hock et al., 2017","USA","USA","English","English","School Environment","peer reviewed paper","QED",9000,180,50,"Yes (Including CAI)","small group (3–7 students)","School Staff","Reported"
"136","5","Elementary",10.7,1,NA,0.85,0.272727272727273,0.363636363636364,0.909090909090909,"136","Schunk et al., 1996","USA","USA","English","English","School Environment","peer reviewed paper","RCT",420,12,35,"Yes (Including CAI)","small group (3–7 students)","Research Staff","Not reported"
"136","5","Elementary",10.4,1,NA,0.85,0.272727272727273,0.363636363636364,0.636363636363636,"136","Schunk et al., 1996","USA","USA","English","English","School Environment","peer reviewed paper","RCT",420,12,35,"Yes (Including CAI)","small group (3–7 students)","Research Staff","Not reported"
"136","5","Elementary",10.8,1,NA,0.85,0.272727272727273,0.454545454545455,0.727272727272727,"136","Schunk et al., 1996","USA","USA","English","English","School Environment","peer reviewed paper","RCT",420,12,35,"Yes (Including CAI)","small group (3–7 students)","Research Staff","Not reported"
"136","5","Elementary",10.8,1,NA,0.85,0.181818181818182,0.272727272727273,0.727272727272727,"136","Schunk et al., 1996","USA","USA","English","English","School Environment","peer reviewed paper","RCT",420,12,35,"Yes (Including CAI)","small group (3–7 students)","Research Staff","Not reported"
"137","5","Elementary",10.6,1,NA,0.85,0.25,0.575757575757576,0.74,"137","Schunk & Rice., 1992","USA","USA","English","English","School Environment","peer reviewed paper","RCT",525,15,35,"Yes (Including CAI)","small group (3–7 students)","Research Staff","Not reported"
"137","5","Elementary",10.6,1,NA,0.85,0.25,0.575757575757576,0.74,"137","Schunk & Rice., 1992","USA","USA","English","English","School Environment","peer reviewed paper","RCT",525,15,35,"Yes (Including CAI)","small group (3–7 students)","Research Staff","Not reported"
"137","5","Elementary",10.6,1,NA,0.85,0.25,0.575757575757576,0.74,"137","Schunk & Rice., 1992","USA","USA","English","English","School Environment","peer reviewed paper","RCT",525,15,35,"Yes (Including CAI)","small group (3–7 students)","Research Staff","Not reported"
"138","4","Elementary",9.5,NA,NA,0.074,0.054,0.461,0.314,"138","van Rijk et al., 2017","Netherlands","non-USA","Dutch","non-English","School Environment","peer reviewed paper","QED",2880,64,45,"No / Not reported","classroom/ large group","School Staff","Not reported"
"138","4","Elementary",9.5,NA,NA,0.058,0.019,0.494,0.253,"138","van Rijk et al., 2017","Netherlands","non-USA","Dutch","non-English","School Environment","peer reviewed paper","QED",2880,64,45,"No / Not reported","classroom/ large group","School Staff","Not reported"
"139","3","Elementary",8.99,1,0,0,0,0.64,0.44,"139","McBreen & Savage, 2022","Canada","non-USA","English","English","School Environment","peer reviewed paper","RCT",900,20,45,"No / Not reported","small group (3–7 students)","Research Staff","Reported"
"139","3","Elementary",8.99,1,0,0,0,0.64,0.44,"139","McBreen & Savage, 2022","Canada","non-USA","English","English","School Environment","peer reviewed paper","RCT",900,20,45,"No / Not reported","small group (3–7 students)","Research Staff","Reported"
"140_1","4","Elementary",9.5,NA,NA,NA,1,1,1,"140","Alhaidari, 2006","USA","USA","English","English","School Environment","disseration","QED",1080,24,45,"No / Not reported","classroom/ large group","School Staff","Not reported"
"140_1","4","Elementary",9.5,NA,NA,NA,1,1,1,"140","Alhaidari, 2006","USA","USA","English","English","School Environment","disseration","QED",1080,24,45,"No / Not reported","classroom/ large group","School Staff","Not reported"
"140_1","4","Elementary",9.5,NA,NA,NA,1,1,1,"140","Alhaidari, 2006","USA","USA","English","English","School Environment","disseration","QED",1080,24,45,"No / Not reported","classroom/ large group","School Staff","Not reported"
"140_1","4","Elementary",9.5,NA,NA,NA,1,1,1,"140","Alhaidari, 2006","USA","USA","English","English","School Environment","disseration","QED",1080,24,45,"No / Not reported","classroom/ large group","School Staff","Not reported"
"140_2","5","Elementary",10.5,NA,NA,NA,1,1,1,"140","Alhaidari, 2006","USA","USA","English","English","School Environment","disseration","QED",1080,24,45,"No / Not reported","classroom/ large group","School Staff","Not reported"
"140_2","5","Elementary",10.5,NA,NA,NA,1,1,1,"140","Alhaidari, 2006","USA","USA","English","English","School Environment","disseration","QED",1080,24,45,"No / Not reported","classroom/ large group","School Staff","Not reported"
"140_2","5","Elementary",10.5,NA,NA,NA,1,1,1,"140","Alhaidari, 2006","USA","USA","English","English","School Environment","disseration","QED",1080,24,45,"No / Not reported","classroom/ large group","School Staff","Not reported"
"140_2","5","Elementary",10.5,NA,NA,NA,1,1,1,"140","Alhaidari, 2006","USA","USA","English","English","School Environment","disseration","QED",1080,24,45,"No / Not reported","classroom/ large group","School Staff","Not reported"
"141","7, 8, 9","Secondary",13.2,0.508,1,NA,0.363636363636364,0.727,0.773,"141","Berkeley， 2007","USA","USA","English","English","School Environment","disseration","RCT",360,12,30,"Yes (Including CAI)","small group (3–7 students)","unclassified","Reported"
"141","7, 8, 9","Secondary",13.2,0.508,1,NA,0.4,0.6,0.95,"141","Berkeley， 2007","USA","USA","English","English","School Environment","disseration","RCT",360,12,30,"Yes (Including CAI)","small group (3–7 students)","unclassified","Reported"
"141","7, 8, 9","Secondary",13.2,0.508,1,NA,0.380952380952381,0.714,0.905,"141","Berkeley， 2007","USA","USA","English","English","School Environment","disseration","RCT",360,12,30,"Yes (Including CAI)","small group (3–7 students)","unclassified","Reported"
"142_1","7","Secondary",13,1,NA,1,NA,0.675,NA,"142","Chan， 1996","Australia","non-USA","English","English","School Environment","peer reviewed paper","RCT",540,9,60,"Yes (Including CAI)","small group (3–7 students)","Research Staff","Not reported"
"142_1","7","Secondary",13,1,NA,1,NA,0.675,NA,"142","Chan， 1996","Australia","non-USA","English","English","School Environment","peer reviewed paper","RCT",540,9,60,"Yes (Including CAI)","small group (3–7 students)","Research Staff","Not reported"
"142_1","7","Secondary",13,1,NA,1,NA,0.675,NA,"142","Chan， 1996","Australia","non-USA","English","English","School Environment","peer reviewed paper","RCT",540,9,60,"Yes (Including CAI)","small group (3–7 students)","Research Staff","Not reported"
"142_1","7","Secondary",13,1,NA,1,NA,0.675,NA,"142","Chan， 1996","Australia","non-USA","English","English","School Environment","peer reviewed paper","RCT",540,9,60,"Yes (Including CAI)","small group (3–7 students)","Research Staff","Not reported"
"142_1","7","Secondary",13,1,NA,1,NA,0.675,NA,"142","Chan， 1996","Australia","non-USA","English","English","School Environment","peer reviewed paper","RCT",540,9,60,"Yes (Including CAI)","small group (3–7 students)","Research Staff","Not reported"
"142_1","7","Secondary",13,1,NA,1,NA,0.675,NA,"142","Chan， 1996","Australia","non-USA","English","English","School Environment","peer reviewed paper","RCT",540,9,60,"Yes (Including CAI)","small group (3–7 students)","Research Staff","Not reported"
"142_2","7","Secondary",13,0,NA,1,NA,0.517857142857143,NA,"142","Chan， 1996","Australia","non-USA","English","English","School Environment","peer reviewed paper","RCT",540,9,60,"Yes (Including CAI)","small group (3–7 students)","Research Staff","Not reported"
"142_2","7","Secondary",13,0,NA,1,NA,0.517857142857143,NA,"142","Chan， 1996","Australia","non-USA","English","English","School Environment","peer reviewed paper","RCT",540,9,60,"Yes (Including CAI)","small group (3–7 students)","Research Staff","Not reported"
"142_2","7","Secondary",13,0,NA,1,NA,0.517857142857143,NA,"142","Chan， 1996","Australia","non-USA","English","English","School Environment","peer reviewed paper","RCT",540,9,60,"Yes (Including CAI)","small group (3–7 students)","Research Staff","Not reported"
"142_2","7","Secondary",13,0,NA,1,NA,0.517857142857143,NA,"142","Chan， 1996","Australia","non-USA","English","English","School Environment","peer reviewed paper","RCT",540,9,60,"Yes (Including CAI)","small group (3–7 students)","Research Staff","Not reported"
"142_2","7","Secondary",13,0,NA,1,NA,0.517857142857143,NA,"142","Chan， 1996","Australia","non-USA","English","English","School Environment","peer reviewed paper","RCT",540,9,60,"Yes (Including CAI)","small group (3–7 students)","Research Staff","Not reported"
"142_2","7","Secondary",13,0,NA,1,NA,0.517857142857143,NA,"142","Chan， 1996","Australia","non-USA","English","English","School Environment","peer reviewed paper","RCT",540,9,60,"Yes (Including CAI)","small group (3–7 students)","Research Staff","Not reported"
"143","8","Secondary",13.5,0,0,0.42,NA,NA,NA,"143","Burke, 1992","USA","USA","English","English","School Environment","disseration","RCT",1600,40,40,"No / Not reported","classroom/ large group","School Staff","Not reported"
"143","8","Secondary",13.5,0,0,0.42,NA,NA,NA,"143","Burke, 1992","USA","USA","English","English","School Environment","disseration","RCT",1600,40,40,"No / Not reported","classroom/ large group","School Staff","Not reported"
"143","8","Secondary",13.5,0,0,0.42,NA,NA,NA,"143","Burke, 1992","USA","USA","English","English","School Environment","disseration","RCT",1600,40,40,"No / Not reported","classroom/ large group","School Staff","Not reported"
"143","8","Secondary",13.5,0,0,0.42,NA,NA,NA,"143","Burke, 1992","USA","USA","English","English","School Environment","disseration","RCT",1600,40,40,"No / Not reported","classroom/ large group","School Staff","Not reported"
"143","8","Secondary",13.5,0,0,0.42,NA,NA,NA,"143","Burke, 1992","USA","USA","English","English","School Environment","disseration","RCT",1600,40,40,"No / Not reported","classroom/ large group","School Staff","Not reported"
"143","8","Secondary",13.5,0,0,0.42,NA,NA,NA,"143","Burke, 1992","USA","USA","English","English","School Environment","disseration","RCT",1600,40,40,"No / Not reported","classroom/ large group","School Staff","Not reported"
"143","8","Secondary",13.5,0,0,0.42,NA,NA,NA,"143","Burke, 1992","USA","USA","English","English","School Environment","disseration","RCT",1600,40,40,"No / Not reported","classroom/ large group","School Staff","Not reported"
"143","8","Secondary",13.5,0,0,0.42,NA,NA,NA,"143","Burke, 1992","USA","USA","English","English","School Environment","disseration","RCT",1600,40,40,"No / Not reported","classroom/ large group","School Staff","Not reported"
"143","8","Secondary",13.5,0,0,0.42,NA,NA,NA,"143","Burke, 1992","USA","USA","English","English","School Environment","disseration","RCT",1600,40,40,"No / Not reported","classroom/ large group","School Staff","Not reported"
"143","8","Secondary",13.5,0,0,0.42,NA,NA,NA,"143","Burke, 1992","USA","USA","English","English","School Environment","disseration","RCT",1600,40,40,"No / Not reported","classroom/ large group","School Staff","Not reported"
"143","8","Secondary",13.5,0,0,0.42,NA,NA,NA,"143","Burke, 1992","USA","USA","English","English","School Environment","disseration","RCT",1600,40,40,"No / Not reported","classroom/ large group","School Staff","Not reported"
"143","8","Secondary",13.5,0,0,0.42,NA,NA,NA,"143","Burke, 1992","USA","USA","English","English","School Environment","disseration","RCT",1600,40,40,"No / Not reported","classroom/ large group","School Staff","Not reported"
"145","6","Secondary",11.5,NA,NA,NA,NA,0.387,NA,"145","Mete, 2020","Turky","non-USA","Turkish","non-English","School Environment","peer reviewed paper","QED",2160,36,60,"No / Not reported","classroom/ large group","Research Staff","Not reported"
"145","6","Secondary",11.5,NA,NA,NA,NA,0.5807,NA,"145","Mete, 2020","Turky","non-USA","Turkish","non-English","School Environment","peer reviewed paper","QED",2160,36,60,"No / Not reported","classroom/ large group","Research Staff","Not reported"
"146","5","Elementary",11,NA,NA,NA,NA,0.499156829679595,NA,"146","Souvignier & Mokhlesgerami, 2006","Germany","non-USA","German","non-English","School Environment","peer reviewed paper","QED",900,20,45,"Yes (Including CAI)","classroom/ large group","School Staff","Reported"
"146","5","Elementary",11,NA,NA,NA,NA,0.499156829679595,NA,"146","Souvignier & Mokhlesgerami, 2006","Germany","non-USA","German","non-English","School Environment","peer reviewed paper","QED",900,20,45,"Yes (Including CAI)","classroom/ large group","School Staff","Reported"
"146","5","Elementary",11,NA,NA,NA,NA,0.499156829679595,NA,"146","Souvignier & Mokhlesgerami, 2006","Germany","non-USA","German","non-English","School Environment","peer reviewed paper","QED",900,20,45,"Yes (Including CAI)","classroom/ large group","School Staff","Reported"
"146","5","Elementary",11,NA,NA,NA,NA,0.499156829679595,NA,"146","Souvignier & Mokhlesgerami, 2006","Germany","non-USA","German","non-English","School Environment","peer reviewed paper","QED",900,20,45,"Yes (Including CAI)","classroom/ large group","School Staff","Reported"
"147","5","Elementary",11.7,NA,NA,NA,0,0.435483870967742,NA,"147","Schünemann et al., 2013","Germany","non-USA","German","non-English","School Environment","peer reviewed paper","QED",630,14,45,"No / Not reported","classroom/ large group","Research Staff","Reported"
"147","5","Elementary",11.05,NA,NA,NA,0,0.47244094488189,NA,"147","Schünemann et al., 2013","Germany","non-USA","German","non-English","School Environment","peer reviewed paper","QED",630,14,45,"No / Not reported","classroom/ large group","Research Staff","Reported"
"147","5","Elementary",11.02,NA,NA,NA,0,0.478632478632479,NA,"147","Schünemann et al., 2013","Germany","non-USA","German","non-English","School Environment","peer reviewed paper","QED",630,14,45,"No / Not reported","classroom/ large group","Research Staff","Reported"
"148","5","Elementary",10.48,NA,NA,NA,0.0075187969924812,0.586466165413534,NA,"148","Spörer & Schünemann, 2014","Germany","non-USA","German","non-English","School Environment","peer reviewed paper","QED",630,45,14,"No / Not reported","classroom/ large group","Research Staff","Reported"
"148","5","Elementary",10.57,NA,NA,NA,0.0387596899224806,0.496124031007752,NA,"148","Spörer & Schünemann, 2014","Germany","non-USA","German","non-English","School Environment","peer reviewed paper","QED",630,45,14,"No / Not reported","classroom/ large group","Research Staff","Reported"
"148","5","Elementary",10.6,NA,NA,NA,0.0158730158730159,0.563492063492063,NA,"148","Spörer & Schünemann, 2014","Germany","non-USA","German","non-English","School Environment","peer reviewed paper","QED",630,45,14,"No / Not reported","classroom/ large group","Research Staff","Reported"
"148","5","Elementary",10.55,NA,NA,NA,0.0273972602739726,0.575342465753425,NA,"148","Spörer & Schünemann, 2014","Germany","non-USA","German","non-English","School Environment","peer reviewed paper","QED",630,45,14,"No / Not reported","classroom/ large group","Research Staff","Reported"
"149","5","Elementary",10.7583333333333,1,0.1875,0.75,NA,0.5,0.875,"149","Mason, 2004","USA","USA","English","English","School Environment","peer reviewed paper","RCT",260,13,20,"No / Not reported","small group (3–7 students)","Research Staff","Reported"
"149","5","Elementary",10.485,1,0.125,0.75,NA,0.4375,0.9375,"149","Mason, 2004","USA","USA","English","English","School Environment","peer reviewed paper","RCT",260,13,20,"No / Not reported","small group (3–7 students)","Research Staff","Reported"
"150","4","Elementary",10.02,1,NA,NA,0,0.4815,0.9259,"150","Cirino et al., 2017","USA","USA","English","English","School Environment","peer reviewed paper","RCT",542.045,14.865,36.4724616429056,"No / Not reported","small group (3–7 students)","Research Staff","Reported"
"150","4","Elementary",10.22,1,NA,NA,0,0.625,1,"150","Cirino et al., 2017","USA","USA","English","English","School Environment","peer reviewed paper","RCT",542.045,14.865,36.4724616429056,"No / Not reported","small group (3–7 students)","Research Staff","Reported"
"150","4","Elementary",10.32,1,NA,NA,0,0.7917,0.9167,"150","Cirino et al., 2017","USA","USA","English","English","School Environment","peer reviewed paper","RCT",542.045,14.865,36.4724616429056,"No / Not reported","small group (3–7 students)","Research Staff","Reported"
"151","4,5,6,7,8","Secondary",11.5,1,0.05,NA,0,0.75,NA,"151","Nelson, 2005","USA","USA","English","English","School Environment","disseration","RCT",1200,20,60,"No / Not reported","small group (3–7 students)","Research Staff","Reported"
"151","4,5,6,7,8","Secondary",11.75,1,0.05,NA,0,0.75,NA,"151","Nelson, 2005","USA","USA","English","English","School Environment","disseration","RCT",1200,20,60,"No / Not reported","small group (3–7 students)","Research Staff","Reported"
"152","2","Elementary",7.5,0.4,0.05,NA,0.21,0.47,NA,"152","Young et al., 2019","USA","USA","English","English","School Environment","peer reviewed paper","QED",2025,90,22.5,"No / Not reported","classroom/ large group","School Staff","Reported"
"152","2","Elementary",7.5,0.45,0.03,NA,0.18,0.53,NA,"152","Young et al., 2019","USA","USA","English","English","School Environment","peer reviewed paper","QED",2025,90,22.5,"No / Not reported","classroom/ large group","School Staff","Reported"
"153","2","Elementary",7.5,0.6,0.05,NA,0.12,1,NA,"153","Young et al., 2020","USA","USA","English","English","School Environment","peer reviewed paper","QED",2250,90,25,"No / Not reported","classroom/ large group","School Staff","Reported"
"153","2","Elementary",7.5,0.6,0.14,NA,0.12,1,NA,"153","Young et al., 2020","USA","USA","English","English","School Environment","peer reviewed paper","QED",2250,90,25,"No / Not reported","classroom/ large group","School Staff","Reported"
